seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
2254,1,1,1,108,1,1120,0,5,5,2,1,66,0,NA,NA,NA,NA,1,M,0,7,7,0,3159,2374,3159,2374,1144,138,0,38,2,1,22,2,2,0,21,26,2,360,NA,153,2,0,0,N,0,0,1,55,3.200000048,0,0,1,0,1,16,193.8895416,0,0
2255,1,1,1,150,1,1120,0,5,5,1,2,100,0,NA,NA,NA,NA,1,M,3,8,2.5,1,6958,1411,6958,1411,1626,285,0,141,2,1,2,2,1,0,20,20,2,360,NA,295,2,0,0,N,0,0,1,164,10.60000038,0,0,1,1,0,16,241.9149628,0,0
2259,1,1,1,460,1,1120,0,5,5,2,1,260,0,NA,NA,NA,NA,1,M,2,8,4.5,0,10000,11666,10000,11666,4921,535,0,34,1,1,20,1,1,0,23,29,1,360,NA,545,2,1,0,N,0,0,1,360,3.200000048,0,0,1,0,0,20,230.0273895,0,0
2260,1,1,1,125,1,1120,0,5,5,2,1,59,0,NA,NA,NA,NA,1,U,0,2,2,0,1750,3180,1750,3180,1340,139,0,25,2,1,17,2,3,0,27,32,2,360,NA,139,2,1,0,Y,0,0,1,39,10.60000038,0,0,1,0,0,16,198.0045319,0,0
2261,1,1,1,311,3,1120,0,3,5,1,1,114,0,9,7,NA,NA,1,U,0,25,17,0,5291,3666,5815,3666,3207,389,0,201,2,1,23,1,1,0,34,39,2,360,NA,389,2,0,0,N,0,0,1,468,3.200000048,0,0,1,1,0,19,241.9149628,0,0
2263,1,1,1,119,1,1120,0,5,5,1,2,94,0,NA,NA,NA,NA,1,U,0,15,0.200000003,0,3916,3950,3916,3950,1454,158,0,81,2,1,1,2,1,0,18,19,2,180,NA,160,2,0,0,N,0,0,1,87,3.099999905,0,0,1,1,0,23,235.592392,0,0
2266,1,1,1,186,1,1120,0,5,5,1,2,67,0,NA,NA,NA,NA,1,M,0,6,6,0,3189,2367,3189,2367,2038,207,0,32,1,1,13,2,1,0,32,37,2,360,NA,207,2,1,0,N,0,0,1,35,3.200000048,0,0,1,0,0,17,195.5578003,0,0
2268,1,1,1,125,1,1120,0,5,5,1,2,54,0,NA,NA,NA,NA,1,M,3,6,6,0,2725,0,4490,0,1192,215,0,10,1,1,5,1,1,0,30,41,1,360,NA,225,2,0,0,N,0,0,1,391,3.900000095,0,0,1,1,0,12,256.614624,0,0
2269,1,1,1,89,3,1120,0,5,5,1,2,75,0,9,NA,NA,NA,1,U,0,5.5,5.5,0,3158,3053,3158,3053,906,111,0,35,2,1,37,2,2,0,23,38,1,360,NA,112,2,0,0,N,0,0,1,160,3.099999905,0,0,1,0,0,16,383.892334,0,0
2271,1,1,1,110,1,1120,0,5,5,1,2,26,0,NA,NA,NA,NA,1,M,0,3,2,0,2415,1721,2415,1721,1158,122,0,25,0,1,11,2,1,0,28,33,2,360,NA,125,1,1,0,N,0,0,1,51.72999954,10.60000038,0,1,1,0,0,12,213.7436371,0,0
2272,1,1,1,250,1,1120,0,5,8,1,4,115,0,NA,NA,NA,NA,3,U,0,20,20,1,1333,0,9545,0,2976,350,0,263,1,1,5,2,1,0,36,36,2,360,NA,445,3,0,0,N,0,0,1,1611,1.799999952,0,0,1,1,0,16,317.9381409,0,1
2274,1,1,1,166,1,1120,0,4,8,1,4,59,0,NA,NA,NA,NA,1,U,2,12,0.1000000015,0,4923,0,4923,0,1487,207,0,49,1,0,24,2,3,0,33,42,1,360,NA,208,2,0,0,N,0,0,1,81,3.200000048,0,0,1,1,0,20,241.9149628,0,0
2277,1,1,2,40,1,1120,0,5,5,1,2,60,1,NA,NA,NA,NA,2,M,2,8,0.875,0,5073,2384,5073,2384,2324.02002,270,0,35.74200058,2,1,32,2,5,0,27.10000038,42.70000076,2,360,NA,270,3,1,0,Y,1,0,2,106.6309967,1.799999952,0,1,1,0,0,16,192.1499786,1,1
2278,1,1,1,105,1,1120,0,5,5,2,1,66,1,NA,NA,NA,NA,1,U,0,2,12,0,2927.600098,2597.370117,2927.600098,3069.169922,1105.849976,115.4800034,0,26.52199936,2,1,17,1,5,0,20.20000076,34.90000153,2,360,NA,115.4800034,1,1,0,Y,0,0,2,169.2429962,3.200000048,0,0,1,0,1,14,212.2271576,0,0
2279,1,1,1,110,1,1120,0,5,5,1,2,38,0,NA,NA,NA,NA,1,M,0,14,2.200000048,0,3640,0,3640,0,1213.189941,110,0,0.7590000033,1,1,10,1,2,0,30.29999924,38.40000153,1,240,NA,255,2,0,0,N,0,0,2,179.5299988,3.200000048,0,0,1,0,0,13,234.1751862,0,0
2280,1,1,1,100,1,1120,0,5,5,1,2,74,3,NA,NA,NA,NA,1,M,4,6,6,0,2674,2990,3089,2999,1257.75,197,0,20.46500015,1,1,7,1,1,0,20,31,2,240,NA,202,2,0,0,N,0,0,2,166.0820007,2,0,0,1,1,0,16,241.6792755,0,0
2282,1,1,1,30,1,1120,1,5,8,1,4,55,3,NA,NA,NA,NA,1,U,1,4,4,1,585,0,2599.540039,0,558.9000244,30,0,9.026000023,1,1,11,2,1,0,27,27,2,360,NA,163,2,0,0,N,0,0,2,192.8869934,3.200000048,0,0,1,0,1,14,222.7485657,0,0
2284,1,1,1,40,1,1120,0,5,5,1,2,32,1,NA,NA,NA,NA,1,M,0,10,39,0,4560.399902,306,4560.399902,306,1638.400024,40,0,36.29399872,2,1,8,2,1,0,14.80000019,39.59999847,2,360,NA,142,2,0,0,N,0,0,2,103.8030014,3.900000095,0,0,1,1,0,14,241.6792755,0,0
2285,1,1,1,132,1,1120,0,5,5,1,2,28,0,NA,NA,NA,NA,1,M,0,22,2,0,5849,1562,5849,1562,1569.810059,132,0,8,2,666,13,1,1,0,20,26,2,360,NA,282,2,0,0,N,0,0,2,549.1870117,1.799999952,0,0,1,1,0,16,241.6792755,0,0
2286,1,1,1,138,1,1120,0,5,5,2,2,35,1,NA,NA,NA,NA,2,U,0,13,13,0,3321,2230,3921,2230,1436.52002,149.6000061,0,44.35200119,2,1,17,1,2,0,22,32,1,360,NA,151,3,0,0,N,0,0,2,120.9349976,3.900000095,0,0,1,1,0,12,241.6792755,0,1
2287,1,1,1,124,1,1120,0,5,5,1,2,49,1,NA,NA,NA,NA,1,M,0,15,4,0,1987.079956,1682.75,1987.079956,1682.75,1245.640015,134.8999939,0,13.2840004,1,1,7,2,2,0,33.59999847,36.90000153,1,360,NA,135,2,0,0,Y,0,0,2,34.81000137,2,0,1,1,0,0,12,200.1977386,0,0
2288,1,1,1,70,3,1120,0,5,5,1,2,70,0,3,3,NA,NA,999999.375,M,4,25,7,0,2944,1663,2946.669922,1664,1004.369995,70,0,4.050000191,1,0,12,4,6,0,19.60000038,31,2,180,NA,70,2,0,0,N,0,0,1,141.8029938,10.60000038,0,0,1,1,0,12,241.6792755,0,0
2289,1,1,1,75,1,1120,0,5,5,1,2,49,3,NA,NA,NA,NA,1,M,3,11,11,0,2647,849,3132,849,1072.75,75,0,9.166999817,2,1,25,2,3,0,31,35.29999924,2,180,NA,175,2,0,0,N,0,0,2,199.375,2,0,0,1,1,0,16,249.0624237,0,0
2290,1,1,1,85,1,1120,0,5,5,1,2,60,3,NA,NA,NA,NA,1,M,2,19,19,0,3247,1840,3247,1840,1063.97998,84,0,269.6900024,1,1,3,1,1,0,20.89999962,27.60000038,2,180,NA,183,2,0,0,N,0,0,2,653.3959961,3.200000048,0,1,1,1,0,20,222.6419373,0,0
2291,1,1,1,125,1,1120,0,5,5,1,2,56,1,NA,NA,NA,NA,1,M,4,10,2,0,2083,0,4599,0,1570.630005,128,0,82.77999878,2,1,17,1,1,0,31,31,1,360,NA,420,2,0,0,N,0,1,2,1151.760986,3.200000048,0,1,1,1,1,12,233.1879883,0,0
2292,1,1,1,185,1,1120,0,5,8,1,4,135,1,NA,NA,NA,NA,1,U,0,12,1.5,0,7083,0,9675,0,2805.350098,205,0,177.651001,2,1,11,3,1,0,33,38,1,360,NA,210,1,1,0,Y,0,0,2,233.7749939,3.200000048,0,0,1,0,1,16,306.8191223,0,0
2293,1,1,1,100,1,1120,0,5,5,1,2,120,0,NA,NA,NA,NA,1,M,2,15,5,1,10065,0,10065,0,1242.01001,125,0,38.5,1,1,14,3,1,0,16,37,2,36,NA,130,1,0,0,N,0,0,2,958.1110229,4.300000191,0,0,1,0,0,12,241.6792755,0,0
2295,1,1,1,95,1,1120,0,5,5,1,2,63,3,NA,NA,NA,NA,1,M,4,2.5,2.5,0,2453,687,3718,1125,1038.25,100,0,17.20400047,2,1,16,2,2,0,22,36,2,360,NA,105,2,1,0,Y,0,0,2,-117.2959976,3.900000095,0,1,1,1,0,12,220.2846985,0,0
2296,1,1,1,106,1,1120,0,5,5,1,2,35,3,NA,NA,NA,NA,1,M,1,8,4,0,2492.709961,2666.669922,2492.709961,2666.669922,1075.540039,115.6149979,0,18.79100037,1,1,22,2,1,0,23,35,2,360,NA,116,1,1,0,N,0,0,2,21.32500076,2,0,0,1,0,0,18,237.839386,0,0
2297,1,1,1,132,1,1120,0,5,5,1,2,45,1,NA,NA,NA,NA,1,U,0,10,5,0,2346,1600,2346,1600,1327.630005,144,0,24.5510006,4,1,12,2,1,0,34,36,2,360,NA,147,2,1,0,N,0,0,2,63.00799942,3.200000048,0,0,1,0,0,12,241.6792755,0,0
2298,1,1,2,120,1,1120,0,5,5,1,2,37,0,NA,NA,NA,NA,1,M,2,17,1.25,0,2773,996.6699829,3224,996.9699707,1331.77002,120,0,1.975000024,3,1,19,1,1,0,16,39.59999847,1,360,NA,152,2,0,0,N,1,0,2,83.26999664,3.099999905,0,0,1,0,0,12,246.1656799,1,0
2299,1,1,1,78,1,1120,0,4,4,1,2,40,0,NA,NA,NA,NA,1,M,2,12,1.5,0,2301,985.8300171,2301,985.8300171,870.539978,70,0,0.3860000074,1,1,9,1,1,0,26,40,2,180,NA,92,2,0,0,N,0,0,2,35.29100037,3.099999905,0,0,1,1,0,14,241.6792755,0,0
2301,1,1,1,120,3,1120,0,5,7,1,3,50,,9,9,NA,NA,3,U,0,3,3,1,4750,4330,6050,4333,1510.310059,120,0,49.8769989,1,1,1,4,1,0,15,32,2,180,NA,211.5,3,0,0,N,0,0,2,3352.905029,4.300000191,0,0,1,0,0,17,241.6792755,0,1
2302,1,1,1,162,1,1120,0,5,8,1,4,32,1,NA,NA,NA,NA,3,U,0,11,11,1,3754,0,4841,0,1647.089966,162,0,15.50699997,1,1,6,2,2,0,34,35,2,360,NA,180,3,1,0,N,0,0,2,71.73000336,10.60000038,0,0,1,0,0,16,241.6792755,0,1
2303,1,1,1,120,1,1120,0,5,8,1,4,50,0,NA,NA,NA,NA,1,U,0,10,3,0,4191,0,4191,0,1172,135,0,24,2,1,9,2,2,0,28,36,2,360,NA,135,2,1,0,N,0,0,4,37.40000153,3.200000048,0,1,1,0,0,18,262.2827454,0,0
2305,1,1,1,150,1,1120,1,5,5,1,2,47,0,NA,NA,NA,NA,2,U,0,4,2,0,2000,1900,2000,1900,958,167,0,34,2,1,20,2,1,0,25,35,1,360,F.T.H.B.P.,167,3,0,0,N,0,0,4,42.59999847,2,0,1,1,1,0,18,230.437088,0,1
2306,1,1,1,123,1,1120,1,5,5,1,2,48,0,NA,NA,NA,NA,1,M,2,14,14,0,3325,650,3325,650,1242,148,0,35,2,1,10,2,1,0,31,36,1,360,F.T.H.B.P.,148,2,0,0,N,0,0,4,68.19999695,3.099999905,0,0,0,0,1,13,217.8188629,0,0
2307,1,1,1,60,1,1120,0,5,8,1,4,30,0,NA,NA,NA,NA,1,U,0,18,8,0,2500,0,2500,0,666,120,0,115,2,1,7,1,1,0,27,27,2,360,NA,120,2,0,0,N,0,0,4,133,4.300000191,0,0,1,1,0,14,249.0624237,0,0
2308,1,1,1,122,1,1120,0,5,5,1,2,54,0,NA,NA,NA,NA,1,M,3,16,16,0,4000,455,4000,455,1264,152,0,9,2,1,17,1,1,0,28,31,2,360,BI-WEEKLY,152,2,0,0,N,0,0,4,140,3.200000048,0,0,1,0,0,12,249.0624237,0,0
2309,1,1,1,76,1,1120,1,5,5,1,2,51,0,NA,NA,NA,NA,3,M,1,16,7,1,1700,1700,2525,1700,1026,70,0,38,2,1,33,1,5,0,24,24,2,180,REHAB,115,3,0,0,N,1,0,4,350,10.60000038,0,1,0,0,1,16,392.7832031,0,1
2310,1,1,1,96,1,1120,0,5,5,1,2,45,0,NA,NA,NA,NA,1,M,0,3,1,0,2132,1591,2132,1591,1026,120,0,35,2,1,13,2,1,0,28,34,2,360,NA,120,2,0,0,N,0,0,4,55.79999924,1.799999952,0,0,1,0,0,16,256.614624,0,0
2311,1,1,1,225,1,1120,1,5,5,1,2,118,0,NA,NA,NA,NA,1,M,0,5,4,0,5583,4221,5583,4221,2350,250,0,30,2,1,26,2,6,0,24,29,1,360,NA,250,1,1,0,Y,0,0,4,61,3.200000048,0,0,1,0,1,19,270.3711243,0,0
2318,1,1,1,225,2,1120,0,5,5,1,2,70,,NA,9,NA,NA,1,M,1,14,2,0,2297,845,5003,845,2483,290,0,85,2,1,3,1,1,0,42,42,2,360,JUMBO,290,2,0,0,N,0,0,2,923,3.200000048,0,1,1,1,0,12,220.2846985,0,0
2319,1,1,1,117,1,1120,1,4,4,1,2,64,0,NA,NA,NA,NA,2,M,0,1,1,0,1512,1119,1512,1119,683,130,0,19,2,1,2,2,1,0,21,36,1,360,F.T.H.B.P.,130,3,0,0,N,0,0,4,45,10.60000038,0,1,0,0,1,20,344.4580078,0,1
2320,1,1,1,140,1,1120,1,5,5,1,2,47,0,NA,NA,NA,NA,2,M,0,16,4,0,2236,956,2236,956,1468,220,0,128,2,1,10,2,1,0,25,29,2,360,NA,210,3,0,0,N,1,0,4,145,5.300000191,0,1,0,1,1,9,237.41362,0,1
2321,1,1,1,160,3,1120,1,5,5,1,2,7,,NA,1,9,NA,1,M,1,22,18,1,550,0,550,0,1673,280,0,25,1,0,19,3,1,0,300,300,2,360,CONSTRUCT.,280,2,0,0,N,0,1,2,-318,10.60000038,0,1,0,1,1,6,309.7660828,0,0
2322,1,1,1,135,1,1120,1,4,4,1,2,20,0,NA,NA,NA,NA,3,M,5,5,5,0,1750,0,1750,0,455,150,5,20,2,1,2,2,1,0,26,35,1,360,FTHBP,150,3,0,0,N,0,0,4,22,3.200000048,0,1,0,1,1,6,420.4257202,0,1
2323,1,1,1,60,3,1120,0,5,5,1,2,44,,NA,4,NA,NA,2,M,0,21,21,0,2305,0,2305,500,820,92,0,60,2,1,6,1,1,0,29,29,2,180,N.O.O.,118,3,0,0,N,0,0,4,359,4.300000191,0,1,1,1,0,12,246.8852386,0,1
2325,1,1,2,120,3,1120,0,5,5,1,2,34,,NA,NA,NA,NA,3,M,0,22,20,1,7721,800,7721,800,1545,150,0,70,1,0,48,4,6,1,18,25,1,360,N.O.O.,150,3,0,0,N,0,1,2,-688,4.300000191,0,0,0,1,1,12,188.6580811,1,1
2326,1,1,1,113,1,1120,1,5,5,1,2,47,0,NA,NA,NA,NA,1,U,0,9,5,1,2421,1515,2421,1515,1126,125,0,25,2,1,21,2,1,0,29,33,1,360,F.T.H.B.P.,140,2,0,0,N,0,0,4,38,10.60000038,0,0,1,0,0,16,267.0171204,0,0
2327,1,1,1,140,1,1120,1,4,5,1,2,55,0,NA,NA,NA,NA,2,M,2,14,1,0,2880,1667,2880,1667,1120,175,0,25,2,1,10,2,6,0,22,33,1,360,F.T.H.B.P.,160,3,0,0,N,0,0,4,31,3.900000095,0,1,0,0,1,12,309.7660828,0,1
2328,1,1,1,90,1,1120,1,5,5,1,2,54,0,NA,NA,NA,NA,1,U,1,10,10,0,2106,2356,2106,2356,944,100,0,18,2,1,9,2,1,0,21,32,2,360,M.G.I.C.,100,2,1,0,N,0,0,4,34,3.900000095,0,0,0,0,1,14,233.6021271,0,0
2329,1,1,1,104,3,1120,0,5,5,1,2,63,,NA,3,NA,NA,1,M,0,3,3,0,2726,2064,3166,2064,1061,130,0,11,1,0,21,2,6,1,20,30,1,360,NA,130,2,0,0,Y,0,0,2,39,4.300000191,0,1,1,0,1,14,261.7910156,0,0
2330,1,1,2,64,3,1120,1,5,5,1,2,40,,NA,3,NA,NA,2,M,4,5,5,0,1922,1082,3304,1082,715,85,0,1,1,0,17,4,6,0,24,33,2,360,N.O.O.,85,3,0,0,N,0,1,2,209,2,0,1,0,1,1,12,280.0596008,1,1
2331,1,1,1,122,2,1120,1,4,4,2,1,76,,NA,NA,NA,NA,1,M,2,9,9,0,2880,1763,2922,3396,1411.790039,136,0,17,1,1,19,2,2,0,20,24,2,360,NA,140,2,1,0,N,0,0,1,26,3.200000048,0,1,0,0,0,16,333.5836792,0,0
2332,1,1,1,170,1,1120,0,5,5,1,2,86,0,NA,NA,NA,NA,1,M,0,5,5,0,3333,2500,4699,2500,1892.619995,180,0,19,1,1,6,2,1,0,24,29,2,360,NA,180,2,1,0,N,0,0,1,43,4.300000191,0,0,0,0,0,16,207.4340515,0,0
2333,1,1,1,85,1,1120,1,5,5,1,2,69,0,NA,NA,NA,NA,1,M,1,6,4,0,3791,1936,3791,1936,1104.530029,90,0,14,1,1,25,2,2,0,17,28,2,360,NA,135,2,1,0,Y,0,0,1,63,4.300000191,0,0,1,0,0,14,322.249054,0,0
2334,1,1,1,130,1,1120,1,3,3,2,1,53,0,NA,NA,NA,NA,1,M,2,11,11,0,2641,1717,2737,1717,1497.380005,137,0,13,1,1,20,2,2,0,30,37,2,360,EASY QUAL,140,2,1,0,N,0,0,1,36,3.200000048,0,0,0,1,0,14,373.3144836,0,0
2335,1,1,1,74,1,1120,1,5,8,1,4,51,0,NA,NA,NA,NA,2,U,0,10,4,0,3871,0,4229,0,950.6500244,78,0,121,1,1,4,2,1,0,20,30,2,360,NA,195,3,1,0,Y,0,0,1,140,2,0,0,0,0,1,15,322.6298523,0,1
2336,1,1,1,145,1,1120,1,5,5,1,2,51,0,NA,NA,NA,NA,1,M,0,3,3,0,2567,1748,2567,1748,1741.930054,172,0,86,1,1,20,2,1,0,35,37,2,360,EASY QUAL,172,1,1,0,N,0,0,1,109,1.799999952,0,1,0,0,0,16,333.5836792,0,0
2337,1,1,1,60,1,1120,0,5,5,1,2,44,0,NA,NA,NA,NA,1,U,0,5,5,0,1922,1434,2205,1434,851.2000122,139,0,17,1,1,8,2,2,0,16,19,2,360,NA,140,1,0,0,Y,0,0,1,27,10.60000038,0,0,1,0,0,12,219.6162109,0,0
2338,1,1,1,100,1,1120,1,5,5,2,1,43,0,NA,NA,NA,NA,1,M,0,23,23,0,1928,1644,1928,1644,1037,182,0,107,1,1,18,2,1,0,29,36,2,360,NA,182,2,0,0,N,0,0,4,330,3.599999905,0,0,1,1,0,12,267.0171204,0,0
2339,1,1,1,255,1,1120,0,5,8,2,4,37,0,NA,NA,NA,NA,1,U,3,6,6,0,1833,0,3083,0,2248,350,0,3,1,1,13,2,3,0,72,83,1,360,NA,356,2,0,0,N,0,1,4,-143,3.599999905,0,0,1,0,1,16,179.4484253,0,0
2340,1,1,1,110,1,1120,1,4,8,1,4,56,0,NA,NA,NA,NA,1,S,2,10,1,0,3312,0,4652,0,1115,115,0,4,1,1,4,2,1,1,23,37,1,360,NA,115,1,0,0,N,0,0,4,15,3.599999905,0,0,0,1,0,12,373.3144836,0,0
2342,1,1,1,65,1,1120,1,5,8,1,4,54,0,NA,NA,NA,NA,1,U,0,14,14,0,4463,0,4463,0,729,160,0,133,1,1,10,2,1,0,16,29,2,360,NA,160,2,0,0,N,0,0,4,170,3.599999905,0,1,1,0,1,13,445.2431946,0,0
2344,1,1,1,90,1,1120,1,3,8,2,4,35,0,NA,NA,NA,NA,1,U,0,2,2,0,2520,0,2881,0,912,100,0,3,1,1,9,2,3,0,31,37,1,360,NA,100,1,0,0,N,0,0,4,33,3.599999905,0,0,0,0,0,999999.375,373.3144836,0,0
2346,1,1,1,175,1,1120,0,5,5,1,2,85,0,NA,NA,NA,NA,1,M,1,9,1,0,3800,0,7115,0,1537,315,0,172,1,1,31,2,2,1,21,21,2,360,NA,315,2,0,0,N,0,0,4,203,3.599999905,0,0,1,1,1,12,179.4484253,0,0
2347,1,1,1,75,1,1120,0,5,5,1,2,56,0,NA,NA,NA,NA,1,U,0,17,17,0,2059,1959,2697,1959,918,135,0,154,1,1,5,2,1,0,19,21,2,180,NA,136,2,0,0,N,0,0,4,223,3.599999905,0,1,0,1,1,8,235.5749359,0,0
2348,1,1,1,100,1,1120,0,5,5,1,2,57,0,NA,NA,NA,NA,1,U,0,999999.375,999999.375,0,0,3470,1300,3470,1347,295,0,255,1,1,7,2,2,0,28,29,2,180,NA,300,2,0,0,N,0,0,4,469,3.599999905,0,0,1,0,0,13,275.8139648,0,0
2349,1,1,1,162,1,1120,1,5,5,1,2,122,0,NA,NA,NA,NA,1,U,2,21,21,0,5500,2425,5532,4648,1523,170,0,35,1,1,32,2,5,0,14,21,1,360,NA,170,2,0,0,N,0,0,4,207,3.599999905,0,1,0,1,1,21,557.6239014,0,0
2350,1,1,1,112,1,1120,1,5,8,2,4,39,0,NA,NA,NA,NA,3,U,0,5,5,0,2385,0,3209,0,1034,140,0,135,1,1,21,2,2,0,32,42,1,360,NA,140,1,0,0,N,0,0,4,143,3.599999905,0,1,1,0,1,18,568.2670898,0,0
2351,1,1,1,199,1,1120,1,5,8,2,4,94,0,NA,NA,NA,NA,3,U,0,10,2,0,3225,0,7865,0,2333,246,0,206,1,1,9,2,6,0,29,33,2,360,NA,250,3,0,0,N,0,0,4,32.09999847,3.599999905,0,1,1,0,1,20,445.2431946,0,1
2352,1,1,1,121,1,1120,0,5,5,1,2,67,0,NA,NA,NA,NA,1,M,0,6,0.8999999762,0,2500,3000,2500,3057,1304,175,0,125,1,1,15,2,1,0,21,22,2,360,NA,176,2,0,0,N,0,0,4,147,3.599999905,0,0,1,0,0,17,213.34021,0,0
2354,1,1,1,118,1,1120,0,5,5,1,2,62,0,NA,NA,NA,NA,1,M,0,5,5,0,2273,2458,2747,2458,1232,167.8999939,0,15.5,1,1,11,2,2,0,23,27,2,36,NA,169,2,0,0,N,0,0,4,17.89999962,3.599999905,0,0,1,0,0,12,244.2481842,0,0
2355,1,1,1,100,1,1120,1,3,8,2,4,34,0,NA,NA,NA,NA,1,S,0,16,16,0,2729,0,2854,0,991,105,0,6.199999809,1,1,9,2,1,0,34,43,1,360,3+3,105,1,0,0,N,0,0,4,1.399999976,3.599999905,0,0,0,1,0,999999.375,373.3144836,0,0
2356,1,1,1,139,3,1120,1,5,5,1,2,88,,1,1,NA,NA,1,M,3,12,12,0,3956,528,6794,528,1484,155,0,24.10000038,1,0,12,2,6,1,20,37,1,360,NA,155,1,1,1,N,0,0,4,155.5,3.599999905,0,0,1,1,1,12,441.7814636,0,0
2357,1,1,1,135,1,1120,1,3,8,1,4,84,0,NA,NA,NA,NA,3,M,0,30,10,1,3861,0,7015,0,1440,150,0,43.5,1,1,9,1,1,0,19,19,2,360,NA,156,3,1,0,N,0,0,4,-19,3.599999905,1,1,0,1,1,12,300,0,1
2358,1,1,1,133,1,1120,1,5,8,2,4,48,0,NA,NA,NA,NA,4,U,0,20,14,0,4000,0,4000,0,1198,140,0,10.80000019,1,1,1,2,4,0,29,29,1,360,3+3,140,1,0,0,N,0,0,4,73.80000305,3.599999905,0,1,1,1,1,18,568.2670898,0,0
2360,1,1,1,136,1,1120,0,5,5,1,2,134,0,NA,NA,NA,NA,1,M,0,5,5,0,11146,0,11146,0,1555,436,0,463,1,1,10,2,1,0,13,17,2,360,NA,4316,2,0,0,N,0,0,4,508.1000061,3.599999905,0,0,1,0,0,23,222.3042755,0,0
2361,1,1,1,137,1,1120,0,5,5,1,2,72,0,NA,NA,NA,NA,1,U,0,1,1,0,2500,2500,3333,2700,1460,152,0,19.29999924,1,1,5,2,5,0,24,34,2,360,NA,152,2,1,0,N,0,0,4,17.10000038,3.599999905,0,1,1,0,0,12,224.2701874,0,0
2362,1,1,1,90,1,1120,0,5,5,2,1,80,0,NA,NA,NA,NA,1,M,0,9,1,0,4167,2500,4167,2500,1090,268,0,14.69999981,1,1,15,2,1,0,16,16,2,360,NA,250,2,0,0,N,0,0,4,29.5,3.599999905,0,0,1,1,0,20,257.585083,0,0
2363,1,1,1,250,1,1120,0,5,5,1,2,324,0,NA,NA,NA,NA,1,M,0,12,6,0,6667,15333,7408,19552,3465,500,0,240,1,1,16,2,2,0,12,13,2,180,NA,475,2,0,0,N,0,0,4,584,3.599999905,0,0,1,1,0,20,296.0090332,0,0
2365,1,1,1,110,1,1120,0,5,5,1,2,58,0,NA,NA,NA,NA,1,M,0,10,2,0,2670,2000,2785,2016,1191,175,0,90,1,1,9,1,2,0,24,31,2,360,NA,180.5,2,0,0,N,0,0,4,103.1999969,3.599999905,0,1,1,0,0,16,243.1023712,0,0
2366,1,1,1,215,1,1120,0,5,5,1,2,114,0,NA,NA,NA,NA,1,M,3,15,15,1,9534,0,9534,0,2257,290,0,70,1,1,7,2,5,0,23,23,2,360,NA,298,2,0,0,N,0,0,4,1400,3.599999905,0,1,1,0,0,12,270.713623,0,0
2367,1,1,1,120,1,1120,1,5,8,2,4,86,0,NA,NA,NA,NA,1,U,0,6,3,0,7200,0,7200,0,1314,149.8000031,0,39.40000153,1,1,1,1,2,0,18,20,1,360,NA,150,1,0,0,N,0,0,4,158.6999969,3.599999905,0,0,1,1,1,19,202.5212097,0,0
2369,1,1,1,50,1,1120,0,5,5,1,2,42,0,NA,NA,NA,NA,1,M,0,999999.375,999999.375,0,2187,0,3517,0,693,165,0,80.5,1,1,14,2,2,0,19,21,2,360,NA,167.5,2,0,0,N,0,0,4,214.3000031,3.599999905,0,1,1,1,0,12,262.2827454,0,0
2370,1,1,1,280,1,1120,0,5,5,1,2,157,0,NA,NA,NA,NA,1,M,2,10,3,0,10833,0,13633,0,3122,350,0,129.3000031,1,1,11,1,2,0,22,24,2,240,NA,362,2,0,0,N,0,0,4,337.8999939,3.599999905,0,0,1,0,0,20,278.0483398,0,0
2371,1,1,1,95,1,1120,0,5,5,1,2,57,0,NA,NA,NA,NA,1,M,0,42,42,0,2818,0,2818,0,1045,185,0,209.6999969,1,1,9,2,1,0,22,22,2,360,NA,190,2,0,0,N,0,0,4,577.0999756,3.599999905,0,1,1,1,0,12,222.5340729,0,0
2372,1,1,1,100,1,1120,1,5,5,2,2,68,0,NA,NA,NA,NA,1,U,0,3,0.400000006,0,3250,2083,3550,2083,969,170,0,4.900000095,1,1,11,2,3,0,17,25,2,360,NA,170,2,0,0,N,0,0,4,-47.09999847,3.599999905,0,0,0,0,1,20,368.5455322,0,0
2373,1,1,1,97,1,1120,1,4,4,1,2,58,0,NA,NA,NA,NA,1,U,1,6,6,0,1308,1100,3713,1100,1009,102,0,11,1,1,6,2,1,0,20,29,1,360,3+3,96.90000153,1,0,0,N,0,0,4,-126.8000031,3.599999905,0,0,0,0,0,14,373.3144836,0,0
2374,1,1,1,104,1,1120,1,5,5,1,2,49,0,NA,NA,NA,NA,1,U,0,10,1.600000024,0,3333,758,3333,758,1208,116,0,12.39999962,1,1,8,2,3,0,29,34,1,360,NA,125,1,1,0,N,0,0,4,14.19999981,3.599999905,0,0,1,1,1,13,467.150238,0,0
2375,1,1,1,100,1,1120,0,5,5,1,2,49,0,NA,NA,NA,NA,1,M,1,13,8,0,3700,0,4050,0,1274,190,0,155,1,1,6,1,2,0,31,40,2,180,NA,229,2,0,0,N,0,0,4,214.1000061,3.599999905,0,1,1,0,0,12,222.5340729,0,0
